00:00:00.000	-0.060
00:00:00.010	-0.065
00:00:00.020	-0.060
00:00:00.030	-0.075
00:00:00.040	-0.065
00:00:00.050	-0.070
00:00:00.060	-0.070
00:00:00.070	-0.090
00:00:00.080	-0.080
00:00:00.090	-0.095
00:00:00.100	-0.080
00:00:00.110	-0.095
00:00:00.120	-0.080
00:00:00.130	-0.095
00:00:00.140	-0.085
00:00:00.150	-0.090
00:00:00.160	-0.090
00:00:00.170	-0.100
00:00:00.180	-0.085
00:00:00.190	-0.105
00:00:00.200	-0.090
00:00:00.210	-0.045
00:00:00.220	0.005
00:00:00.230	0.015
00:00:00.240	0.045
00:00:00.250	0.155
00:00:00.260	0.140
00:00:00.270	0.045
00:00:00.280	0.005
00:00:00.290	-0.040
00:00:00.300	-0.085
00:00:00.310	-0.200
00:00:00.320	-0.195
00:00:00.330	-0.200
00:00:00.340	-0.200
00:00:00.350	-0.240
00:00:00.360	-0.130
00:00:00.370	0.340
00:00:00.380	1.155
00:00:00.390	1.470
00:00:00.400	-0.155
00:00:00.410	-0.825
00:00:00.420	-0.590
00:00:00.430	-0.350
00:00:00.440	-0.155
00:00:00.450	-0.170
00:00:00.460	-0.140
00:00:00.470	-0.155
00:00:00.480	-0.115
00:00:00.490	-0.125
00:00:00.500	-0.090
00:00:00.510	-0.095
00:00:00.520	-0.065
00:00:00.530	-0.055
00:00:00.540	-0.015
00:00:00.550	-0.005
00:00:00.560	0.035
00:00:00.570	0.045
00:00:00.580	0.090
00:00:00.590	0.110
00:00:00.600	0.150
00:00:00.610	0.180
00:00:00.620	0.205
00:00:00.630	0.225
00:00:00.640	0.230
00:00:00.650	0.220
00:00:00.660	0.235
00:00:00.670	0.230
00:00:00.680	0.200
00:00:00.690	0.170
00:00:00.700	0.120
00:00:00.710	0.075
00:00:00.720	0.040
00:00:00.730	0.020
00:00:00.740	0.005
00:00:00.750	-0.005
00:00:00.760	-0.005
00:00:00.770	-0.010
00:00:00.780	-0.015
00:00:00.790	-0.010
00:00:00.800	0.000
00:00:00.810	-0.005
00:00:00.820	-0.020
00:00:00.830	-0.020
00:00:00.840	-0.015
00:00:00.850	-0.025
00:00:00.860	-0.035
00:00:00.870	-0.045
00:00:00.880	-0.045
00:00:00.890	-0.060
00:00:00.900	-0.065
00:00:00.910	-0.070
00:00:00.920	-0.055
00:00:00.930	-0.060
00:00:00.940	-0.080
00:00:00.950	-0.075
00:00:00.960	-0.090
00:00:00.970	-0.065
00:00:00.980	-0.075
00:00:00.990	-0.080
00:00:01.000	-0.080
00:00:01.010	-0.085
00:00:01.020	-0.090
00:00:01.030	-0.075
00:00:01.040	-0.085
00:00:01.050	-0.095
00:00:01.060	-0.105
00:00:01.070	-0.090
00:00:01.080	-0.095
00:00:01.090	-0.070
00:00:01.100	-0.045
00:00:01.110	0.005
00:00:01.120	0.030
00:00:01.130	0.070
00:00:01.140	0.195
00:00:01.150	0.145
00:00:01.160	0.050
00:00:01.170	-0.015
00:00:01.180	-0.025
00:00:01.190	-0.115
00:00:01.200	-0.180
00:00:01.210	-0.190
00:00:01.220	-0.185
00:00:01.230	-0.185
00:00:01.240	-0.215
00:00:01.250	0.010
00:00:01.260	0.575
00:00:01.270	1.185
00:00:01.280	0.960
00:00:01.290	-0.160
00:00:01.300	-0.740
00:00:01.310	-0.640
00:00:01.320	-0.350
00:00:01.330	-0.175
00:00:01.340	-0.145
00:00:01.350	-0.150
00:00:01.360	-0.145
00:00:01.370	-0.105
00:00:01.380	-0.120
00:00:01.390	-0.090
00:00:01.400	-0.085
00:00:01.410	-0.070
00:00:01.420	-0.040
00:00:01.430	-0.020
00:00:01.440	0.005
00:00:01.450	0.020
00:00:01.460	0.045
00:00:01.470	0.080
00:00:01.480	0.115
00:00:01.490	0.140
00:00:01.500	0.165
00:00:01.510	0.210
00:00:01.520	0.190
00:00:01.530	0.220
00:00:01.540	0.210
00:00:01.550	0.215
00:00:01.560	0.215
00:00:01.570	0.160
00:00:01.580	0.135
00:00:01.590	0.100
00:00:01.600	0.050
00:00:01.610	0.035
00:00:01.620	-0.005
00:00:01.630	0.005
00:00:01.640	-0.005
00:00:01.650	-0.015
00:00:01.660	-0.020
00:00:01.670	-0.010
00:00:01.680	0.000
00:00:01.690	-0.020
00:00:01.700	-0.005
00:00:01.710	-0.040
00:00:01.720	-0.035
00:00:01.730	-0.050
00:00:01.740	-0.040
00:00:01.750	-0.055
00:00:01.760	-0.075
00:00:01.770	-0.050
00:00:01.780	-0.075
00:00:01.790	-0.090
00:00:01.800	-0.080
00:00:01.810	-0.090
00:00:01.820	-0.080
00:00:01.830	-0.075
00:00:01.840	-0.085
00:00:01.850	-0.085
